	000	001	002	003	004	005	006
YJR139C	-0.0224515	0.00479615	-0.0108805	-0.0184153	-0.00047478	-0.000899982	0.0371571
YJR140C	-0.00337058	8.37643e-05	-0.00337456	-0.000410035	0.000152939	0.000993271	-0.000965241
YJR141W	-0.0033305	5.78934e-05	-0.00213277	-0.00270873	0.00114643	-0.00136476	-9.06339e-05
YJR142W	-0.00520366	-0.00472071	-0.000614477	0.00613879	0.00808703	0.000995387	-0.00164693
YJR143C	-0.0204381	0.013924	-0.0155555	-0.0206322	0.00919182	-0.01814	0.0154703
YJR144W	-0.00692597	-0.00577641	0.000295926	-9.9819e-05	0.00380183	-0.00738804	-0.00687345
YJR145C	-0.0434754	0.0328627	-0.0557958	-0.0555013	-0.00562037	0.013323	0.0228942
YJR146W	-0.0034431	-0.00558565	0.00215544	-0.00372678	-0.00401663	-0.00428922	-0.00767546
YJR147W	-0.00421101	0.00139442	-0.00381792	-0.00922836	-0.000165366	-0.000857768	-0.00348275
YJR148W	-0.0123384	-0.00672802	-0.00567254	-0.00257262	0.029129	-0.0342545	-0.00831903
YJR149W	-0.00348348	-0.00550084	0.000314543	-0.00626372	-0.00442028	-0.00186665	-0.00200165
YJR150C	-0.00669351	0.00421174	0.0164128	0.00157432	0.0146437	0.00372377	-0.00473685
YJR151C	-0.0153048	-0.00528666	-0.00419963	-0.0140974	-0.0129867	0.00721082	-0.00364353
YJR152W	-0.00585229	0.00917901	0.0346961	0.000135418	0.0314633	-0.00104687	-0.0104438
YJR153W	-0.00262065	-0.00182329	0.00148039	-0.00256413	-0.00100045	0.000228495	-0.00234871
YJR154W	-0.00255413	-0.00208163	0.000577191	0.000475752	-0.0018414	0.00430313	0.000670622
YJR155W	-0.0070448	-0.0177353	0.00363324	-0.00774846	-0.00374863	0.014246	-0.00460544
YJR156C	-0.00223134	-0.00424348	0.0014335	0.000301971	-0.00114453	0.00466875	0.0002391
YJR157W	-0.00164462	-0.00153956	-0.000986962	-0.000595172	0.000384378	0.000554397	0.000863499
YJR158W	-0.0027649	-0.00659234	0.00288421	0.00117407	0.00192193	0.008953	0.00255022
YJR159W	-0.00227752	-0.0019269	-0.00110215	-0.00220411	0.00323471	0.0019499	0.00366495
YJR160C	-0.0097015	-0.00264709	0.000131713	-0.00150312	-0.00760751	0.00739936	-0.000755959
YJR161C	-0.030948	-0.0225001	0.000629571	0.000112491	-0.00551817	0.024686	-0.000897437
YJR162C	-0.00554351	-0.00907213	-0.0107864	0.00783891	0.00711225	-0.0457729	-0.0208773
YKL001C	-0.0520546	-0.0323777	-0.0300418	-0.0532199	-0.030786	0.0358297	0.0607881
YKL002W	-0.00711746	-0.0109241	-0.012254	0.00992082	0.0195516	-0.019489	-0.00730546
YKL003C	-0.00566528	-0.00860162	-0.00240551	-0.000833958	0.00550175	0.00598828	0.00323589
YKL004W	-0.0116083	0.00752258	0.00209128	-0.00494016	0.00598715	-0.00824539	-0.00296264
YKL005C	-0.00390654	-0.00412986	-0.00108886	-0.00464594	0.00176142	-0.00242933	0.0012247
YKL006BC	-0.0154515	-0.0198755	-0.0555678	0.0485014	0.0745192	-0.116671	-0.041221
YKL006W	-0.0472513	0.0270781	-0.0387624	-0.0328531	-0.0115188	0.0168323	0.0498386
YKL007W	-0.0135482	-0.0113377	-0.0317734	0.0335035	0.0546536	-0.0854682	-0.034685
YKL008C	-0.0169452	0.000206634	-0.0121159	-0.00367979	0.00500047	-0.00995307	0.00935344
YKL009W	-0.015218	0.0186235	-0.00544813	-0.00708003	0.00217365	0.003494	-0.0101321
YKL010C	-0.0107587	-0.0103308	-0.00828223	-0.0111972	-0.0026094	0.00420537	-0.000214043
YKL011C	-0.00538579	3.27723e-05	0.00970003	0.00445563	0.00226553	0.00546231	0.00268639
YKL012W	-0.00547274	-0.00512583	-0.000942688	-0.00104004	0.00254244	0.00315623	-0.00272564
YKL013C	-0.0124741	-0.0017865	0.0241767	0.0118497	0.00543413	0.0150609	0.00777424
YKL014C	-0.0147011	-0.00548042	-0.0072439	-0.0133555	-0.00119251	0.0136133	0.0023298
YKL015W	-0.00536178	0.00280684	0.00620798	0.00186168	-0.00103569	0.00718602	-0.00352392
YKL016C	-0.00962116	-0.0241651	0.000944078	-0.00718628	0.00946666	0.0149867	0.00915686
YKL017C	-0.0025626	-0.000498777	0.00691702	0.00138622	0.00387576	0.000840982	0.00279957
YKL018W	-0.00547623	-6.99593e-05	0.00173458	0.00335808	-0.00281931	0.00315501	-0.000412032
YKL019W	-0.00641207	0.00141999	0.0161177	-0.000501401	0.00220508	0.00471223	-0.00411524
YKL020C	-0.0061679	-0.0043407	-0.00442745	-0.00362316	-0.00222279	0.00853344	-0.00769712
YKL021C	-0.0050802	0.0042315	0.0131717	-0.00147322	0.00509708	0.00136418	0.000382929
YKL022C	-0.00582343	-0.00382776	-0.00303095	-0.00103403	-0.00136066	-4.94227e-05	-0.00481217
YKL023W	-0.00424326	-0.00455953	-0.00120376	-0.00141538	0.00241427	0.00712754	0.00186047
YKL024C	-0.0109	-0.0062752	-0.01274	-0.00844915	0.00646027	0.0141328	-0.00475558
YKL025C	-0.00878298	0.000471785	-0.00237489	-0.010265	-0.000105654	0.00191288	0.0100081
YKL026C	-0.00852545	-0.0499636	0.00909917	-0.00624169	0.0108885	0.0361647	0.00583767
YKL027W	-0.00535714	-0.00391801	0.00309563	0.003625	-0.00406815	0.00208845	0.0180691
YKL028W	-0.00590357	-0.00773512	-0.00344943	0.00206165	0.0119895	-0.00482795	-0.00614593
YKL029C	-0.00461501	-0.00146195	0.00426423	-0.00368987	0.0108852	0.000367295	0.00240828
YKL030W	-0.0136764	-0.00357379	-0.0202762	-0.0075488	0.0140123	-0.0228048	-0.0141325
YKL031W	-0.00264032	-0.00166077	-0.00250541	0.00108776	0.00228516	0.000102974	-0.00395773
YKL032C	-0.00738095	-0.0122044	-0.0137901	0.00151982	0.0197165	-0.00864422	-0.010946
YKL033W	-0.00468485	-0.00226729	-0.00397047	-0.000936561	0.00305134	-0.0117094	-0.00397579
YKL034W	-0.00782755	-0.012577	-0.00897473	0.00596951	0.015702	-0.0224876	-0.010972
YKL035W	-0.0306161	-0.0141976	0.0854178	0.0269072	0.0211427	0.0352633	0.0372702
YKL036C	-0.0114566	-0.0367677	-0.015776	0.00246732	0.0290312	0.0313885	-0.00408924
YKL037W	-0.00560301	-0.00278437	0.00484183	-0.00117323	0.00110324	0.00353891	0.00167692
YKL038W	-0.00784888	-0.0127765	-0.0270118	0.0189405	0.0353789	-0.0524984	-0.0280114
YKL039W	-0.0152504	-0.000928686	0.0400809	-0.00634655	-0.00830369	-0.00610253	-0.00708681
YKL040C	-0.00854256	-0.0146571	-0.011848	0.0146059	0.0215393	-0.00442927	-0.00976699
YKL041W	-0.00647099	-0.00298272	0.0130058	0.000105987	0.00518972	0.00392213	0.00517963
YKL042W	-0.00436984	-0.00148192	-0.00480025	-0.00560353	0.00339118	-0.000520841	0.00564503
YKL043W	-0.00535148	-0.0106284	-0.00435881	0.00765784	0.00266158	0.00636887	-0.00784047
YKL044W	-0.00356192	-0.00559984	0.00516731	-0.0054011	-0.00884888	-0.00416721	-0.00549442
YKL045W	-0.00492577	0.000254415	-0.00293674	0.0104917	-0.00126046	-0.00627392	-0.00301634
YKL046C	-0.0126821	0.0122926	0.017377	-0.00870594	0.0013165	0.00537288	-0.00931893
YKL047W	-0.00688251	-0.000693867	-0.00202562	-0.00462976	0.000326712	0.00756836	0.00215312
YKL048C	-0.00355948	-0.00460857	-0.0060272	0.00134895	0.00809917	-0.00329974	-0.00501111
YKL049C	-0.00466418	-0.00300654	-0.00310813	0.000726806	0.00412922	-0.00491652	-0.00171542
YKL050C	-0.00233932	-0.00712917	-0.0010059	-0.00057005	0.00366838	0.000106848	-0.00193726
YKL051W	-0.00767904	-0.00552512	-0.00664784	0.00630357	0.0162038	-0.0200707	-0.00351608
YKL052C	-0.00358341	-0.00668548	-0.00631883	0.00190578	0.012763	-0.00817295	-0.00376322
YKL053W	-0.00573257	-0.00462243	-0.0110635	0.006472	0.0172551	-0.0231031	-0.0101735
YKL054C	-0.0111987	-0.00299456	-0.0181675	-0.000440707	0.0106806	-0.00919672	-0.0194595
YKL055C	-0.00350433	-0.00575502	-0.00226413	0.00297794	0.00472636	0.0099143	-0.00071277
YKL056C	-0.0500817	0.0328185	-0.0250095	-0.0185904	-3.53334e-05	-0.013058	0.0654326
YKL057C	-0.0124431	-8.30755e-05	-0.00399571	0.0140111	0.00473755	0.0052347	-0.00967262
YKL058W	-0.0128862	0.000120579	-0.00696365	-0.00966709	0.00495849	-0.00024104	0.01039
YKL059C	-0.00438418	-0.00341058	-0.00365349	0.00968943	0.00169151	-0.000443036	0.000432814
YKL060C	-0.0582656	0.0105063	-0.00192185	-0.00281196	-0.00615896	-0.00855968	0.0411382
YKL061W	-0.00558576	-0.00306177	-0.005131	0.0124526	-0.00314921	0.00485298	-0.00688682
YKL062W	-0.00496065	-0.000400051	0.00670602	-0.0012023	0.00117217	-0.00155222	0.00340357
YKL063C	-0.00952704	-0.00413381	-0.00712428	0.0244805	0.00256562	-0.00907745	0.00213811
YKL064W	-0.00576971	-0.00257081	0.00892675	-0.00385333	-0.00131067	0.000177321	-0.00268849
YKL065C	-0.0191286	-0.0363721	-0.0053603	0.049272	0.0201177	0.0186664	0.0197426
YKL066W	-0.00770575	-0.00274818	0.00403722	-0.0123981	0.00954002	-0.00592483	0.0247958
YKL067W	-0.0249856	-0.0587856	-0.00221977	0.0574867	0.0267527	0.0482666	0.0315905
YKL068W	-0.00802127	0.00701677	0.00371471	-0.00811511	-0.000440133	0.00647588	-0.00467526
YKL069W	-0.00572464	-0.00357783	-0.00234067	0.0101231	0.000546088	0.000320943	-0.00109313
YKL070W	-0.00473244	0.00204811	0.0065081	-0.00261698	-0.000858812	-0.00155656	-0.00404786
YKL071W	-0.00652836	-0.00362662	-0.00188972	0.00565325	0.00166979	0.00441697	-0.00708744
YKL072W	-0.00491356	-0.00147434	-0.00121594	-0.00674705	-0.00293604	-0.000227104	0.00227416
YKL073W	-0.0108607	0.000844354	-0.00698897	0.0201338	-0.00629585	-0.00260702	0.0103837
YKL074C	-0.0162962	0.00346317	-0.0138139	-0.0274288	-0.0159513	0.0115353	0.0228667
YKL075C	-0.014355	-0.00620774	-0.0129069	0.00741305	-0.005289	0.0209054	-0.00681589
YKL076C	-0.00786782	0.00324321	-0.00222177	-0.00961505	-0.00361527	-0.00399503	0.0110987
YKL077W	-0.0141628	0.000349954	-0.00843747	0.0107953	0.00227479	0.00506718	-0.0190665
YKL078W	-0.00404107	0.00359751	-0.00198195	-0.00835504	0.00370705	0.00147055	0.00133984
YKL079W	-0.00555511	-0.00618743	-0.00212423	0.00468697	0.000575123	0.00909935	0.00286691
YKL080W	-0.0287191	0.0252682	-0.0164732	-0.0469987	0.0157981	-0.0165491	0.0383415
YKL081W	-0.057253	0.061737	-0.0244467	0.00373245	0.0198477	0.00667841	-0.102469
YKL082C	-0.0121854	0.0144762	-0.0147319	-0.0303511	-0.00319521	0.00579452	0.00191194
YKL083W	-0.0203246	0.00226241	-0.0128768	0.0100156	-0.0251539	0.031563	-0.0146193
YKL084W	-0.0045496	0.00355239	0.00365317	-0.00277831	0.00246854	0.00261668	-0.00583859
YKL085W	-0.0174291	-0.0626093	0.0172293	0.0213343	0.00845421	0.0298729	0.0112745
YKL086W	-0.0315239	0.00815736	-0.00502146	-0.0219259	-0.00803834	0.0117692	-0.000615811
YKL087C	-0.0052102	-0.00608899	0.00148494	0.00728973	0.00120031	0.00827057	-0.000763788
YKL088W	-0.00348624	-0.00146238	0.00540025	-0.00475283	-0.000567648	0.000530407	-0.00493158
YKL089W	-0.00381767	-0.00427162	0.00199178	0.00446631	0.000661069	0.00728373	0.00254163
YKL090W	-0.00239859	-0.000893811	0.00517966	-0.0030265	0.0020641	-0.000893496	0.000304384
YKL091C	-0.00435053	-0.0118055	0.00324948	0.0071293	-0.000198154	0.0106557	0.00690343
YKL092C	-0.00466128	0.000188975	-0.000832207	-0.00405208	0.000576094	0.00232422	-0.00102764
YKL093W	-0.00599647	-0.0178006	0.00769058	-0.00458429	-0.00119767	0.0103449	0.00239564
YKL094W	-0.00772457	-0.00576343	0.00769006	-0.0057879	-0.00194215	0.00254012	-0.00302307
YKL095W	-0.00311538	-0.00345763	-0.000675429	-0.000218395	0.00180345	0.00483896	0.00135665
YKL096W	-0.0151168	-0.000379421	-0.00514411	0.010552	0.0230182	-0.0435763	0.0274407
YKL097C	-0.0177746	-0.00597791	-0.0259112	0.00673128	0.00212718	-0.00769082	0.0105366
YKL097W-A	-0.0633451	-0.0157965	-0.00577512	-0.00054824	-0.0252472	-0.0188264	0.10762
YKL098W	-0.0141596	-0.00451679	-0.00415794	0.011288	-0.00576548	-0.00217947	0.0278781
YKL099C	-0.0060437	0.0031962	-0.000405323	-0.00599364	0.00200856	-0.00088471	0.00353915
YKL100C	-0.0151088	-0.0154441	0.0127318	0.0113717	0.0202202	-0.01516	0.00748657
YKL101W	-0.0121894	0.00130323	-0.00437386	0.000847112	-0.0116468	-0.0276742	0.014703
YKL102C	-0.00362906	-0.00319394	-0.00264764	-0.00113315	0.000412773	0.00334317	-0.00140139
YKL103C	-0.00630328	-0.0169295	0.00162693	-0.00136923	0.00505738	-0.00188569	0.00748973
YKL104C	-0.0183246	0.00460887	0.0151034	-0.0130117	0.0119064	-0.0129199	-0.0135787
YKL105C	-0.00670773	-0.00818211	-0.00465394	-0.00311986	0.00762516	0.00665054	0.00407512
YKL106W	-0.00547794	0.00433579	0.00492188	0.00249436	-0.00242244	0.00819922	-0.00947542
YKL107W	-0.00215783	-0.00462317	0.00358458	-0.00400712	-0.00322004	-0.00302293	-0.00297671
YKL108W	-0.0145627	-0.00744703	0.00952798	0.00479539	0.00783958	0.00794696	0.0177257
YKL109W	-0.00739322	-0.022946	0.0268666	-0.0189076	-0.0209045	-0.0211439	-0.0166799
YKL110C	-0.00734494	0.00221198	-0.00337177	-0.0318785	0.0109737	0.00051313	0.0347948
YKL111C	-0.00476161	0.00234278	-0.00071784	-0.00437537	-0.00181407	0.000780879	-0.00544276
YKL112W	-0.00597212	0.00495729	0.00815638	-0.0087629	0.0108971	-0.000886067	0.0140949
YKL113C	-0.00551423	-0.00254926	0.00489117	-0.00157956	0.00923718	0.0191162	-0.00321143
YKL114C	-0.0080431	0.00214472	0.00368613	-0.0171333	0.0105458	0.00462344	0.0234596
YKL115C	-0.00536136	0.00187089	-0.00139944	-0.00451161	0.00032554	0.00319542	-0.00338583
YKL116C	-0.00508381	0.00292431	0.0165192	0.00220085	0.0126112	0.00539487	-0.0038951
YKL117W	-0.0087717	-0.00361197	0.0151886	-0.000372397	0.0241548	0.0169415	-0.00256956
YKL118W	-0.00301076	-0.00423682	-0.00150073	-0.00366161	-0.000947529	0.00152849	-0.000656401
YKL119C	-0.00439024	-0.00244981	-0.00108417	-0.00359013	0.00143198	-0.00398409	0.00215037
YKL120W	-0.004313	-0.00151027	-0.00196012	-0.0100518	0.00754982	0.00521498	0.0110513
YKL121W	-0.00373335	-0.00596193	-0.00100233	-0.0029805	0.00119033	0.000208599	0.00270693
YKL122C	-0.0106121	0.00600845	-0.000421448	0.000955713	0.0155267	-0.0079288	-0.0134712
YKL123W	-0.00350383	-0.0032995	-0.00160258	-0.00412774	-0.00075731	0.000477867	6.50547e-05
YKL124W	-0.00308445	-0.00517898	-0.000501368	-0.00574222	0.00343317	0.00483044	0.00754552
YKL125W	-0.00420635	-0.0012848	0.000478495	-0.00778548	0.00178093	0.000609779	0.00318072
YKL126W	-0.00799966	3.46337e-05	0.00120007	-0.00154733	0.0103619	-0.00646487	0.00650874
YKL127W	-0.0102451	0.00667001	-0.00191011	-0.0212946	0.00724438	-0.00661611	0.0142305
YKL128C	-0.00653914	0.000718798	-0.00237562	-0.000193073	0.0088391	-0.0014514	-0.00257159
YKL129C	-0.00783939	-0.00934	-0.00514491	-0.0076513	0.00194358	0.00872395	0.00137119
YKL130C	-0.00580003	0.00115025	0.00963473	0.00599637	0.0127653	-0.00198877	-0.00631176
YKL131W	-0.00241587	-0.000329534	0.00092168	-0.00193069	0.000602382	0.00318713	-0.00131448
YKL132C	-0.00482187	0.00195769	0.018	0.00186574	0.0170681	0.0041494	-0.00316728
YKL133C	-0.00231509	-0.00235067	0.00158079	-0.00376683	0.000963873	0.000307318	0.00223012
YKL134C	-0.00617735	0.00948047	0.0388337	0.00148962	0.036511	0.000135231	-0.00981397
YKL135C	-0.00461183	0.00175947	0.00403405	-0.0027649	-0.00147345	0.00213697	-0.00347355
YKL136W	-0.0133146	-0.00226961	0.0206054	0.0111939	0.00171249	0.0066128	0.00285638
YKL137W	-0.00499963	-0.00332001	0.000682572	-0.000431058	0.00198376	0.000862966	-0.000390006
YKL138C	-0.00816863	0.00362381	0.0255107	0.00501449	0.0222251	0.00706234	-0.00251288
YKL139W	-0.00346224	-0.000244418	0.000552421	-0.0011988	0.000715346	0.00142546	-0.00239714
YKL140W	-0.0064663	-0.00187141	0.0157019	0.0045917	0.00260872	0.00485986	0.00640644
YKL141W	-0.0116882	-0.0311009	0.00932911	-0.00223062	0.00211205	0.00762307	-0.00664237
YKL142W	-0.0101073	-0.0310561	0.00349252	0.00703127	0.0139877	0.00823774	0.0029645
YKL143W	-0.00429367	0.000181932	0.00233353	-0.00887156	0.00440017	-0.000447007	0.000423755
YKL144C	-0.00416516	-0.00207855	0.000462077	-0.000470032	0.00505412	0.0053962	0.00139917
YKL145W	-0.00925697	-0.00252429	-0.00244244	-0.0130856	0.00714625	-0.00268546	0.0072697
YKL146W	-0.00534467	-0.0185638	0.0134178	-0.0133552	-0.00894318	-0.0185201	-0.00911838
YKL147C	-0.00310233	-0.00542542	-0.00181218	-0.00392776	0.00272838	-0.00161615	0.000406834
YKL148C	-0.0117481	-0.0332866	-0.00187982	0.00210335	0.0207517	-0.0296038	-0.0105034
YKL149C	-0.00298716	-0.00298066	-0.00046743	-0.00396586	0.00323975	1.82536e-05	0.00357638
YKL150W	-0.0150082	-0.0305739	-0.0105912	0.0154881	0.0255187	-0.0304331	-0.0116555
YKL151C	-0.00703683	-0.023567	0.00380807	-0.00402946	0.00641073	0.0172535	0.00852772
YKL152C	-0.053084	0.0198458	-0.0562563	-0.00690247	0.0303151	-0.0311982	0.0214144
YKL153W	-0.0557449	-0.010609	-0.0176607	-0.000423165	0.0227147	0.00208367	0.0577866
YKL154W	-0.00649139	0.00566804	0.0137401	0.00457407	0.00588434	0.00273703	-0.000774291
YKL155C	-0.00294055	-0.00219143	0.00185281	-0.000502529	0.00131239	0.00075412	-0.00198234
YKL156W	-0.0100325	0.0097327	0.00680322	0.00605485	-0.00932914	0.0133971	-0.0139722
YKL157W	-0.0110309	-0.00996938	0.00522767	-0.0094906	-0.00674114	-0.00149301	-0.00264695
YKL158W	-0.00434805	-0.000957478	0.00364935	-9.16982e-05	-0.00433968	0.00194103	-0.00169036
YKL159C	-0.00337929	-0.00229485	-0.00155036	-0.00136334	-0.000428405	0.00285224	-0.00250413
YKL160W	-0.00859387	-0.00232652	0.0178319	0.00344321	0.00927977	0.0132764	-0.00105183
YKL161C	-0.00296903	-0.00301646	0.00165408	-0.00104597	0.000682815	0.00123866	-0.00218306
YKL162C	-0.00292376	-0.00499064	0.00374152	-0.000264081	0.00108721	0.00629004	0.00121339
YKL163W	-0.0243659	-0.0449263	0.00900457	-0.00963706	-0.0125874	0.0437611	0.00601722
YKL164C	-0.0554201	0.0112656	0.0754684	0.0159966	-0.0233662	0.0742456	0.0134187
YKL165C	-0.00645045	0.00100774	-0.00328888	-0.00161727	0.00314901	0.00160287	-0.00171123
YKL166C	-0.0120989	-0.00433227	-0.0170079	-0.00173462	0.00467601	-0.000595736	-0.00738826
YKL167C	-0.00499173	-0.0092283	-0.00331086	-0.00126546	0.00431111	0.00200615	0.000204655
YKL168C	-0.00654795	-0.00804442	-0.0126758	0.0138203	0.0238864	-0.0393268	-0.0106093
YKL169C	-0.00445364	-0.00665393	-0.0021254	0.00113963	0.00491411	0.00225671	0.00181943
YKL170W	-0.00399783	-0.00414586	-0.00133311	0.00149413	0.00551529	-0.00107042	0.00047635
YKL171W	-0.00433148	-0.0100012	-0.000254031	-0.00742939	8.46572e-05	0.000955424	8.98214e-05
YKL172W	-0.0101011	0.00697192	-0.00137749	-0.0173802	0.0100929	0.00142544	0.00827356
YKL173W	-0.00927488	-0.0051155	-0.00846336	-0.0110517	-0.000575553	0.00462264	0.00104655
YKL174C	-0.00784155	0.00287553	0.00172271	-0.000681192	0.00933217	-0.00991664	0.00565951
YKL175W	-0.0109563	-0.00715628	-0.00477183	-0.00702162	0.0130634	-0.00999638	0.00153108
YKL176C	-0.00838617	0.00368446	0.00319863	-0.00757459	0.00792662	-0.00648619	0.00463658
YKL177W	-0.00121252	-0.00202437	-0.00118932	-0.000565982	0.00141519	-0.000170014	-0.000950908
YKL178C	-0.00299003	-0.00114975	0.00227799	0.000419127	-0.00289388	0.00259076	-0.000283115
YKL179C	-0.0053568	-0.00461675	-0.00664291	0.00312557	0.0102086	-0.00423657	-0.00381821
YKL180W	-0.0177868	-0.0176777	0.00279731	0.00271176	0.000618022	0.0279549	0.00476443
YKL181W	-0.0142304	0.00982892	-0.0130646	-0.00880011	0.000570633	0.011537	-0.0129274
YKL182W	-0.0149962	-0.000508792	0.0113967	-0.00290595	-0.00329445	0.0201937	-0.00225127
YKL183W	-0.00221599	-0.00141023	-0.000678091	0.000159316	0.00444543	-0.000820563	-0.00104683
YKL184W	-0.0051236	0.00276132	0.00989735	-0.00304661	0.000843809	0.00449845	-0.00516673
YKL185W	-0.0107956	0.0029051	-0.00942611	-0.00983692	-0.00542492	0.00553546	-0.0220009
YKL186C	-0.00540449	-0.00245277	0.00973118	-0.000603803	0.00012317	0.00291204	0.000259615
YKL187C	-0.00572869	-0.0279335	0.0122421	-0.0126342	-0.0151296	-0.0057698	-0.0106996
YKL188C	-0.00294375	-0.00500534	0.002057	-0.00136136	-0.00453013	0.00324304	-0.00227354
YKL189W	-0.00376641	-0.00935177	-0.00293657	0.00347051	0.00879068	0.0119991	-0.00109795
YKL190W	-0.00904499	0.00392686	-0.00509637	-0.000684085	0.00462845	-0.00204911	0.00238594
YKL191W	-0.011317	0.00786045	-0.0131346	-0.0211567	0.00185182	0.00274613	-0.0146001
YKL192C	-0.0178231	0.00858281	-0.0103749	-0.0188312	0.00332035	0.0164163	-0.0125652
YKL193C	-0.00974828	-0.0395681	-0.00630696	0.00788251	0.0299479	0.0424299	0.00662188
YKL194C	-0.0038139	-0.0019826	-0.00181758	0.000589288	0.00173041	-0.000145316	0.00245997
YKL195W	-0.00441768	-0.00679449	-0.00355788	-0.00293077	0.00952953	0.00294992	0.00676005
YKL196C	-0.00995201	0.000830019	-0.0059715	-0.00268633	0.0063326	-0.000447873	0.00603169
YKL197C	-0.0100337	-0.0114368	-0.0144941	-0.0012294	0.0114636	-0.00877796	-0.00933877
YKL198C	-0.00159265	-0.00222799	-0.00031105	-0.000536997	0.00257151	0.00381141	0.0017235
YKL199C	-0.00371596	-0.0049169	-0.00320097	-0.00138196	0.00300537	-0.00311956	0.000173452
YKL200C	-0.00402352	-0.00525712	-0.00137672	-0.00148705	0.00327856	0.00951234	0.00446492
YKL201C	-0.00566661	-0.0127246	-0.00759096	0.00208798	0.0131742	0.00443854	-0.00513332
YKL202W	-0.0101936	-0.000356493	0.00430165	-9.8797e-05	-0.0116422	0.0203856	-0.00313108
YKL203C	-0.0110482	-0.00694156	-0.0127677	-0.00536956	0.016693	-0.00629144	0.00627791
YKL204W	-0.00649627	-0.00174786	-0.000425379	-0.00311802	-0.00239278	0.00585595	0.00613291
YKL205W	-0.00928668	-0.000426684	-0.0140932	2.13303e-05	0.00180673	0.00705754	-0.0158087
YKL206C	-0.00849979	-0.00355568	-0.00857344	0.02446	0.00541671	-0.0143937	-0.00135961
YKL207W	-0.0121586	0.00974394	0.0255389	-0.00706779	0.0288241	-0.00185028	-0.00821014
YKL208W	-0.00573043	-0.00589178	-0.00788991	0.0124028	0.00387082	-0.00442333	-0.00534516
YKL209C	-0.0058854	0.00111233	0.00353675	-0.00472341	0.000135194	0.00196735	0.00677075
YKL210W	-0.0213656	0.00214979	-0.0240373	0.0567908	0.0023856	-0.0101481	0.00550132
YKL211C	-0.00712095	0.00915203	0.0150173	-0.00636088	0.0076065	0.00408437	-0.00737145
YKL212W	-0.0116234	0.00225848	-0.000677906	0.0256107	6.85827e-05	-0.0104328	0.00131541
YKL213C	-0.00483407	-0.00172699	0.00448531	-0.00177066	0.00309112	-0.000413865	0.00268245
YKL214C	-0.00407461	-0.00107578	-0.00122573	-0.000482505	0.00618882	0.00132366	0.00279721
YKL215C	-0.00436683	-0.00386622	-0.00955809	0.00135253	0.00807927	-0.00970868	-0.00675699
YKL216W	-0.00952351	-0.00311957	-0.00993257	-0.00631029	0.00387694	0.0072813	0.00179549
YKL217W	-0.012159	-0.0904808	0.0391302	-0.0353464	-0.037255	-0.00213638	-0.026756
YKL218C	-0.00462423	-0.0117706	-0.00193068	0.00567703	0.0105408	0.0155984	0.00128058
YKL219W	-0.00685107	0.00013772	0.00193715	-0.00411409	0.00193366	-0.00670429	0.00971999
YKL220C	-0.002723	-0.00464452	-1.3274e-05	0.00167604	0.00349037	0.00741867	0.000420608
YKL221W	-0.00214702	-0.00143121	-0.00115954	-0.000696776	-0.000459308	0.000409325	0.00199356
YKL222C	-0.00636357	-0.00795961	-0.00226476	0.00111646	0.0023139	0.00374692	-0.00298723
YKL223W	-0.00341197	-5.93205e-05	-0.00300495	-0.00404602	0.000895709	-0.000263735	0.000772842
YKL224C	-0.00755446	-0.005276	-0.00755539	0.006055	0.00476652	0.0126235	-0.00956606
YKL225W	-0.00325675	-0.00099657	-0.001905	-0.0039989	-0.00272443	-0.00148638	0.00130681
YKR001C	-0.0134647	0.00127673	-0.00715245	0.0308903	-0.00538141	-0.00583031	0.00318802
YKR002W	-0.00589699	-0.00142114	0.0123284	-0.00578925	0.0029294	-0.00784099	0.0128366
YKR003W	-0.0160011	-0.00218295	-0.0113846	0.0157879	-0.00971247	0.00358601	-0.015485
YKR004C	-0.00282374	0.000230738	0.00786657	-0.002128	0.00464699	-0.00166269	0.00169139
YKR005C	-0.00244769	-0.00283368	-0.00156902	0.00281892	-8.13478e-05	0.00318475	-0.000897394
YKR006C	-0.00486565	-0.00224129	0.00115509	-0.00534306	0.00451944	0.00273326	0.00338611
YKR007W	-0.00348425	-0.00553489	-0.00135377	0.00430519	0.00431273	0.00324995	-0.00278446
YKR008W	-0.00503807	0.00360436	0.00708354	-0.00511967	0.00345638	0.00320617	-0.00452952
YKR009C	-0.0060395	-0.0106008	0.00239515	0.0072344	-0.00305244	0.00318028	0.00218563
YKR010C	-0.00448332	0.00206629	0.00122409	-0.00268615	0.00192695	0.00151555	-0.00301552
YKR011C	-0.00560657	-0.00778236	0.00394987	0.00646934	0.00172902	0.0153206	-0.00170124
YKR012C	-0.00814112	0.0085015	0.00101032	-0.0120982	-0.00312737	0.000489714	-0.0034564
YKR013W	-0.023745	0.0119841	-0.00536755	0.0165834	0.0108294	-0.00312343	-0.0329255
YKR014C	-0.00823939	-0.0112544	-0.00026239	-0.00583815	0.0012813	0.00459045	0.00632476
YKR015C	-0.0046557	-0.00145376	-0.00534287	0.000758919	-0.0014683	0.004263	-0.00400932
YKR016W	-0.00529318	-0.0100031	0.00319143	-0.0051052	-0.00282887	-0.00429184	0.00215457
YKR017C	-0.00380686	-0.00491084	-4.77586e-05	0.00223416	0.00408941	0.00704318	-0.00165353
