YAR035W	2766	1834	1643	1920	2050	1973	1034
YAR037W	1564	1261	1124	935	1341	1439	700
YAR040C	1167	918	960	726	884	1041	407
YAR042W	550	739	807	304	768	610	393
YAR043C	1769	778	918	668	1237	1397	590
YAR044W	2081	1951	2073	4087	1248	1590	1283
YAR047C	1274	741	587	813	913	1253	591
YAR050W	4061	3546	4272	2693	2055	2966	3352
YAR052C	3499	1351	1587	1770	1669	2018	1745
YAR053W	1108	972	849	826	1002	760	702
YAR060C	5824	576	409	652	742	1035	429
YAR061W	817	859	618	529	768	664	695
YAR062W	1085	1794	1272	1482	1231	1573	1478
YAR064W	1945	4921	1382	894	1120	1686	1396
YAR068W	1594	2243	2211	2651	2300	2746	1820
YAR069C	1315	2742	895	619	841	989	826
YAR070C	1897	5390	1152	1828	1766	1564	1362
YAR071W	8965	6030	18834	4722	1690	2115	2205
YAR073W	9978	8685	16246	17086	10184	5036	3249
YAR074C	6213	5098	5311	2016	2619	1517	1226
YBL001C	2739	4042	7132	7626	4299	8339	5976
YBL002W	22717	17290	22881	17201	10174	12492	15048
YBL003C	8197	7628	11075	14453	9639	9808	4828
YBL004W	8424	9586	7806	4031	3616	5846	3348
YBL005W	30545	23983	19426	25361	22635	15588	8792
YBL005W-A	22810	19977	21061	20413	18803	9353	14856
YBL005W-B	2075	1100	2076	1938	1032	1828	1091
YBL006C	1407	1280	1498	879	2154	1183	969
YBL007C	3112	1818	3009	2972	3435	3934	1903
YBL008W	2259	2213	2514	1293	1062	1782	1038
YBL009W	1542	986	1880	1326	754	2060	683
YBL010C	391	716	1020	462	446	949	1046
YBL011W	2345	1621	2828	2335	1521	3083	1561
YBL012C	2021	1975	2112	1189	1329	1086	1326
YBL013W	597	480	860	262	579	950	204
YBL014C	1866	1770	1890	838	915	1062	1094
YBL015W	1643	2081	1992	2778	2629	11079	23363
YBL016W	1297	2401	3429	582	1105	1395	1319
YBL017C	4059	5764	3172	5576	3724	4291	4611
YBL018C	1770	2336	3500	976	949	976	985
YBL019W	415	1499	1361	814	563	1361	953
YBL020W	2819	2463	10398	2424	1192	1597	2830
YBL021C	1651	2548	1436	1590	1325	1919	1131
YBL022C	3675	3477	4119	1765	3587	2738	2493
YBL023C	1059	1711	1690	1395	919	1227	651
YBL024W	5213	2758	9019	2153	1526	1189	1009
YBL025W	1050	2115	1278	1504	688	1432	764
YBL026W	2269	2646	3122	1441	1288	1978	1101
YBL027W	5777	5653	8052	9276	3440	3548	1463
YBL028C	3484	2927	4631	1594	1637	1002	1092
YBL029W	1666	1427	1719	1650	1140	2614	1501
YBL030C	11273	8857	17596	6887	10618	5175	18679
YBL031W	453	616	994	550	475	2440	1099
YBL032W	5671	4497	3808	3138	3586	3090	3585
YBL033C	3405	2005	2292	2067	2530	4791	3054
YBL034C	1807	1380	948	822	1759	974	745
YBL035C	919	776	1846	964	614	1753	847
YBL036C	1068	1176	1956	747	996	1190	1326
YBL037W	1037	773	1438	936	699	1704	1084
YBL038W	2276	2057	2130	1703	2168	3033	3487
YBL039C	6855	6387	13166	8350	3201	3548	3142
YBL040C	6892	4831	10404	4527	3971	3638	3074
YBL041W	1968	2990	6954	4812	1389	4105	3153
YBL042C	4341	3484	11885	3729	4261	2647	4712
YBL043W	788	2137	675	849	662	3679	4917
YBL044W	979	1920	663	528	876	860	667
YBL045C	1928	2409	7874	6170	1849	9602	16599
YBL046W	1974	2465	2013	829	1328	2005	1083
YBL047C	1483	5736	2403	2664	1018	3158	3351
YBL048W	845	1930	612	453	1170	5340	6876
YBL049W	779	2412	989	826	556	4189	6877
YBL050W	3092	2313	4256	2532	2491	7178	3574
YBL051C	3225	1270	2829	1736	1325	2345	1212
YBL052C	2080	1722	1514	1079	1191	751	801
YBL053W	1505	899	1246	930	1044	1513	778
YBL054W	4030	2236	3025	1011	864	813	1049
YBL055C	635	804	2079	1005	561	2176	1222
YBL056W	2309	2710	3855	1992	1727	1674	2561
YBL057C	853	1067	1833	1134	667	2882	1320
YBL058W	881	1517	2173	565	1480	1803	1666
YBL059W	766	700	850	804	711	2083	1301
YBL060W	1026	1032	1157	685	853	952	1131
YBL061C	1769	1251	2822	1227	1113	2611	880
YBL062W	2066	1708	1832	1042	1457	1238	1168
YBL063W	2945	7192	2432	2866	1441	1804	1878
YBL064C	3684	2013	5193	3156	3048	17064	12526
YBL065W	3457	8111	2503	2744	1730	2016	3109
YBL066C	3387	5115	2412	1356	2289	3807	3774
YBL067C	1090	2098	3818	1591	528	1323	1562
YBL068W	5026	2905	7158	2160	1664	2132	1767
YBL069W	728	2599	3370	1148	514	1371	3073
YBL070C	1646	4017	1551	752	1195	1212	1096
YBL071C	1954	4321	3243	1609	731	1574	1459
YBL072C	26348	21724	23341	22953	21509	17802	7106
YBL073W	817	3490	779	611	646	1023	1148
YBL074C	2056	1819	1813	833	825	2070	1053
YBL075C	2700	2117	1862	3699	1718	6710	8390
YBL076C	12871	9775	7180	5114	5447	2179	2141
YBL077W	3251	2183	8050	3851	1588	1820	1153
YBL078C	972	840	688	784	1450	4908	3195
YBL079W	5706	3443	3416	2395	2559	2345	1620
YBL080C	582	944	764	525	1021	1481	1134
YBL081W	1171	1273	2838	1132	592	2013	1507
YBL082C	988	1597	2396	518	1632	1592	1142
YBL083C	1802	1334	4384	1010	1405	1444	875
YBL084C	2767	2033	1091	941	1637	2162	1987
YBL085W	3068	2385	2139	1871	1722	2233	1367
YBL086C	786	713	643	515	1056	2665	1427
YBL087C	4503	7105	11260	8371	2402	3378	3162
YBL088C	1959	4670	1659	757	1065	1427	820
YBL089W	1495	3044	3923	2214	1032	1715	3409
YBL090W	1861	2111	1577	971	2051	4089	2545
YBL091C	1142	2611	8316	2401	698	2793	2331
YBL092W	14810	7281	6818	5288	10495	6767	4426
YBL093C	2330	3398	3111	2187	1109	2017	2782
YBL094C	1392	1745	1088	692	1459	2378	1262
YBL095W	1002	2578	2295	1011	564	1948	2486
YBL096C	2313	2171	1960	1173	2930	6883	2307
YBL097W	971	2719	1280	763	567	989	1594
YBL098W	1997	1596	3298	1635	3732	1864	2293
YBL099W	9826	8144	17962	12321	9678	11184	24206
YBL100C	4600	3491	2868	3131	4940	7130	8873
YBL101C	5818	4290	3123	3434	2680	3855	2626
YBL101W-A	12729	11855	6372	6141	4791	4973	5545
YBL101W-B	30608	24393	15182	18559	13257	11056	8722
YBL102W	3631	2723	2352	2021	3943	8186	3133
YBL103C	571	801	1360	900	460	1482	973
YBL104C	2814	4693	1330	1028	2482	1936	1391
YBL105C	3638	3322	3142	2317	1854	3383	2190
YBL106C	4172	3083	1928	1445	3064	2202	1903
YBL107C	2249	1915	2781	1752	1661	2429	3389
YBL108W	4643	4842	3238	2924	8161	8119	10145
YBL109W	1760	3444	2607	1924	821	1068	3401
YBL110C	6928	4617	6765	3121	4812	3379	5112
YBL111C	6233	7548	10036	4909	2558	2734	5896
YBL112C	11710	5559	9513	7703	11305	8362	8902
YBL113C	10837	8920	8938	14498	18076	7045	5098
YBR001C	1364	1283	3149	1660	1002	2394	5256
YBR002C	1651	1146	1353	1752	1889	1645	991
YBR003W	2102	1826	4914	2095	1234	2858	4372
YBR004C	1573	1241	2053	3007	3160	1888	887
YBR005W	710	1366	2571	619	1660	1615	1368
YBR006W	751	679	1198	2684	2010	2763	2232
YBR007C	1092	1085	2639	788	619	843	965
YBR008C	1338	1463	2753	1181	750	1757	1423
YBR009C	8514	6764	4409	4194	10858	7920	3496
YBR010W	14873	12689	13040	9980	7761	12162	7090
YBR011C	13565	7584	4533	4798	9804	14152	3352
YBR012C	2485	965	1276	1235	1582	1559	426
YBR012W-A	21858	18331	21205	16732	16193	6366	11378
YBR012W-B	33249	26265	23839	29284	26501	27589	13366
YBR013C	1333	1170	1552	994	1302	895	883
YBR014C	2035	1007	1013	2175	2330	3335	1035
YBR015C	4004	4053	7809	2813	2149	1553	2608
YBR016W	4956	1837	2029	2381	3878	5127	1361
YBR017C	8473	6209	5781	3923	4390	2876	2244
YBR018C	677	509	574	592	740	2038	923
YBR019C	685	853	1709	517	491	1128	1611
YBR020W	7165	4874	4117	7502	6767	6916	3982
YBR021W	1213	1295	4838	1037	884	1155	6087
YBR022W	1527	1104	1285	2007	1751	1794	949
YBR023C	5538	5011	5467	2668	2358	1766	8060
YBR024W	902	840	721	1262	1121	3131	1301
YBR025C	13417	8240	22561	8040	2763	4780	15835
YBR026C	861	1163	1753	2666	1585	4362	3036
YBR027C	1821	1549	2054	1035	1006	1161	1939
YBR028C	1803	3497	2551	3292	2033	2099	1167
YBR029C	5653	9226	6458	3460	2632	3984	3412
YBR030W	1082	777	1408	1288	937	2104	1145
YBR031W	21038	19266	24105	15691	18856	5681	5280
YBR032W	18753	12350	9647	13124	14609	8422	2172
YBR033W	4020	4259	4272	2619	2981	2791	3518
YBR034C	3118	2109	3672	2678	1263	2862	1150
YBR035C	1633	1462	2421	1673	1949	1765	2095
YBR036C	2112	2405	4325	4541	2181	5590	2923
YBR037C	1294	1406	2104	1495	1556	1640	2244
YBR038W	7533	4222	3820	4352	3760	4416	2373
YBR039W	1984	1733	3774	1830	1757	2518	5825
YBR040W	609	642	654	823	583	1878	624
YBR041W	6568	5609	5038	4352	4258	3076	4326
YBR042C	2543	2563	3907	3893	2791	2273	1205
YBR043C	3283	1961	5247	1562	1379	1394	2423
YBR044C	1119	1036	1551	1696	971	1724	1441
YBR045C	3810	2240	2355	1336	2262	2082	2041
YBR046C	1237	2527	906	1798	1549	3886	3448
YBR047W	1428	1632	545	451	619	939	993
YBR048W	7798	6378	11411	12277	4766	3444	2433
YBR049C	2512	1734	4620	1453	963	1002	1296
YBR050C	1158	1776	1342	1940	954	1939	4422
YBR051W	1157	1798	657	439	617	1172	4727
YBR052C	1843	2089	4694	6750	3800	7804	6270
YBR053C	3942	2739	6459	2942	2367	5233	5546
YBR054W	7636	4425	7098	13500	7782	19074	12598
YBR055C	2315	2138	1911	1370	1797	971	943
YBR056W	905	850	1696	2517	1487	5496	2848
YBR057C	820	1233	1728	752	647	1155	1355
YBR058C	1312	939	2071	1338	1010	2064	1180
YBR059C	1331	1372	1485	974	937	1077	1411
YBR060C	928	694	1570	999	627	2387	975
YBR061C	1262	1178	2157	813	609	1088	1209
YBR062C	1193	665	828	903	990	2763	1057
YBR063C	775	728	1348	488	533	901	1119
YBR064W	990	656	740	765	749	1963	732
YBR065C	889	1030	1554	707	792	1287	1288
YBR066C	1550	2487	1366	1906	1362	1737	1183
YBR067C	8579	9258	10843	5709	7966	15092	15586
YBR068C	3689	3200	8556	8752	3396	6929	6163
YBR069C	9725	7658	16721	3781	2882	2314	5838
YBR070C	1870	2649	3551	3446	1530	1567	1492
YBR071W	2997	2844	4118	2025	1242	1968	1535
YBR072W	2073	4936	3512	6676	5722	23572	25055
YBR073W	3104	2885	3453	1323	1522	1350	2096
YBR074W	1155	1721	4271	2138	765	1646	1663
YBR075W	3232	2802	8627	2413	1763	1923	1700
YBR076W	1055	1935	2289	2874	923	2024	3714
YBR077C	1631	2007	3032	1377	1083	2359	1786
YBR078W	22929	13630	16555	16725	19276	15907	6885
YBR079C	9439	6194	7246	3555	3986	1762	1796
YBR080C	4555	2705	3716	3513	2375	2642	2018
YBR081C	3514	3034	2742	1758	3013	1805	1355
YBR082C	4844	2280	4114	3449	2192	3653	1700
YBR083W	1279	1287	2174	721	1178	1317	2100
YBR084C-A	3878	3774	7220	5665	2357	3300	1736
YBR084W	4201	4448	4467	1849	1971	888	947
YBR085W	1280	1143	2202	2043	632	2530	3154
YBR086C	9487	7925	9526	5878	5339	2859	5641
YBR087W	2106	1309	1829	1661	1193	1926	661
YBR088C	5564	3375	3437	2033	2164	1173	1060
YBR089W	2752	3722	4383	3581	1666	1572	1440
YBR090C	9991	11837	15456	8414	7521	11095	7719
YBR090C-A	2388	2586	2986	2899	1535	1975	2478
YBR091C	1216	1658	932	660	1323	1137	837
YBR092C	7702	7086	11282	8019	3596	3205	2386
YBR093C	8389	4628	15749	5580	2872	3460	2282
YBR094W	1070	1448	3373	1777	738	1509	1582
YBR095C	1746	1246	2417	869	1373	1558	1147
YBR096W	2361	2823	8270	4530	1307	2522	2114
YBR097W	1891	6581	3657	1867	1587	5980	1590
YBR098W	1208	1848	1354	1167	657	915	1072
YBR099C	2562	1866	3214	1715	1317	1539	1468
YBR100W	1905	935	1077	1129	1076	1616	996
YBR101C	2738	1820	2286	1799	1734	3019	4950
YBR102C	626	911	1565	991	630	1862	1345
YBR103W	713	865	1130	549	725	1121	1521
YBR104W	1628	968	2093	974	736	1411	853
YBR105C	1838	2345	2246	856	1277	1943	1841
YBR106W	11236	6908	11259	8849	6016	3804	1840
YBR107C	1316	966	1037	746	821	1047	1074
YBR108W	6727	4741	3439	4107	3883	5495	3078
YBR109C	7170	4593	4150	3077	4218	4679	3020
YBR110W	1459	1603	4040	1635	855	2235	1670
YBR111C	3708	2732	2490	2635	3618	4650	3056
YBR112C	22820	21786	17772	23040	11243	17375	17569
YBR113W	4777	3722	3160	2424	2786	3140	2702
YBR114W	515	1100	1897	937	497	1155	1102
YBR115C	5739	6249	4248	2034	2347	3138	2005
YBR116C	1706	1988	1015	1503	816	7457	15656
YBR117C	4475	3320	3319	2540	2071	14375	12717
YBR118W	27525	24633	29404	34015	8957	23585	15156
YBR119W	1280	1510	2542	1033	1164	2026	1435
YBR120C	1550	1727	2707	1495	782	2622	2974
YBR121C	19996	10279	16335	8632	10625	7681	3621
YBR122C	2084	2244	5383	3086	1051	4381	5309
YBR123C	2159	2520	2547	1122	1993	2180	1173
YBR124W	1454	1014	926	991	927	1209	662
YBR125C	1339	1336	1266	597	830	1126	1059
YBR126C	6566	4473	5789	5947	6517	12952	5293
YBR127C	10934	8468	7620	5497	6742	6965	3685
YBR128C	1348	1251	1987	1385	758	1919	1435
YBR129C	1034	1014	1199	854	965	1814	1407
YBR130C	2227	1586	2637	1593	905	1921	1200
YBR131W	910	827	732	453	1023	931	655
YBR132C	391	530	883	647	512	2271	3029
YBR133C	4267	3267	2432	1444	2541	1542	1402
YBR134W	2043	1061	1055	1323	1177	1481	1105
YBR135W	7281	6522	3364	2751	6234	5180	2856
YBR136W	6372	6994	4793	5861	3007	4726	6656
YBR137W	1594	2371	1471	1283	2516	5718	1725
YBR138C	404	2870	1606	573	408	1006	1079
YBR139W	3781	4247	4655	5341	7342	13736	12444
YBR140C	10356	10817	10461	10405	4485	5909	9307
YBR141C	1735	2031	2017	1041	1341	1555	1232
YBR142W	4268	3821	11698	3378	1111	1891	2769
YBR143C	14814	7283	12381	8076	10216	7862	2982
YBR144C	1393	4671	867	1014	729	947	1078
YBR145W	10688	4087	3659	8384	6429	13473	9907
YBR146W	2501	5710	3092	3309	1322	3096	3289
YBR147W	1566	2010	965	1313	1821	11386	5713
YBR148W	2380	1916	1888	2437	1452	2562	1844
YBR149W	5484	4253	3066	4262	7384	16022	7693
YBR150C	2458	2209	2638	2026	1766	2265	2239
YBR151W	7260	3887	2815	2967	4946	12092	3922
YBR152W	711	1078	3278	655	452	1587	885
YBR153W	2142	1546	1133	1049	1954	2327	1315
YBR154C	3829	2937	5207	2425	1611	1673	1182
YBR155W	3114	1369	1207	705	1456	1067	709
YBR156C	17066	13149	9450	8106	7220	6727	3037
YBR157C	1897	1656	5574	1305	3302	6905	1923
YBR158W	12660	9145	8877	4448	2613	2989	2922
YBR159W	6909	4288	3762	3297	8025	11897	2402
YBR160W	2214	3061	1573	3748	3729	2954	1152
YBR161W	1470	1413	2962	1271	687	1858	2124
YBR162C	13875	9680	14094	19944	18222	9687	4038
YBR162W-A	4057	4520	7472	2982	1808	2112	2107
YBR163W	1228	1029	1543	1781	1922	1500	701
YBR164C	2957	2479	7512	2236	1334	2685	2003
YBR165W	1969	1232	1377	2313	2126	2199	1648
YBR166C	3273	2919	6145	2205	1253	2595	3317
YBR167C	1508	1043	1036	1676	1600	3461	819
YBR168W	1336	1328	3219	1120	674	1415	1732
YBR169C	2055	1239	1618	4716	5186	12458	7441
YBR170C	1115	1259	3982	860	607	1531	1827
YBR171W	3746	1822	2027	2606	3629	2305	604
YBR172C	3896	2679	3874	1574	2073	1491	1491
YBR173C	6089	2110	2208	3130	4278	5130	1123
YBR174C	1473	1322	1264	735	1126	904	681
YBR175W	3273	1254	1510	2290	1811	3170	1036
YBR176W	1113	1048	1458	872	800	939	929
YBR177C	6011	2222	3982	6158	6324	11282	3926
YBR178W	1397	1159	863	804	1254	1134	962
YBR179C	2330	902	957	1934	1768	1978	1666
YBR180W	464	610	677	359	556	739	685
YBR181C	23823	11383	10273	16353	12693	7582	2168
YBR182C	771	855	945	433	571	700	645
YBR183W	1175	812	1231	3376	3484	7445	3421
YBR184W	640	1317	1466	520	534	792	731
YBR185C	1484	895	1599	2249	2086	2778	1628
YBR186W	1664	3862	2402	784	755	703	863
YBR187W	5773	5382	12450	12068	9691	3319	2327
YBR188C	1950	1955	2603	1134	1057	1380	1570
YBR189W	12301	8198	11931	15053	8975	4449	2408
YBR190W	3872	4114	3378	1984	1671	1580	4637
YBR191W	15305	9649	11858	16352	12196	5259	2298
YBR192W	2250	1858	3585	1641	1111	1317	5818
YBR193C	2273	1793	2353	3025	2034	2744	1577
YBR194W	1740	2574	1864	1043	1112	1876	1387
YBR195C	1413	870	1288	1452	1224	2182	795
YBR196C	13170	14818	20575	11389	9526	4704	6683
YBR197C	3893	1444	1180	1562	1528	2127	659
YBR198C	2304	2197	2195	1203	1460	1058	953
YBR199W	6443	2920	3269	5293	4436	5768	1989
YBR200W	2021	1567	1844	1193	1312	1052	1302
YBR201W	1525	732	834	1134	1113	2078	804
YBR202W	3011	2374	2040	1195	1175	726	846
YBR203W	1071	644	513	867	881	4032	1752
YBR204C	1042	978	1346	1276	1515	1324	1950
YBR205W	4512	2338	4425	4638	3571	3176	1780
YBR206W	4301	2829	4218	2097	3478	1703	1816
YBR207W	1855	1572	3239	3940	2528	2682	3121
YBR208C	3446	6608	3793	2381	2158	5093	2428
YBR209W	1515	2758	1275	2291	1362	1311	1465
YBR210W	3233	3753	7237	2051	1544	2178	2062
YBR211C	1021	959	1244	1656	898	1576	1109
YBR212W	5207	4372	9626	3334	2364	4773	8196
YBR213W	852	1343	551	620	760	1026	686
YBR214W	1510	1547	2331	1252	1364	4766	3254
YBR215W	1501	2357	1724	1665	1023	1113	1109
YBR216C	1744	1577	3997	862	760	1776	1545
YBR217W	1265	1941	2009	2071	1010	1663	1163
YBR218C	8491	6144	8184	4202	3980	4662	12552
YBR219C	3503	1576	4523	3403	2454	1737	1383
YBR220C	3001	3253	4121	1829	1562	847	1192
YBR221C	8977	5718	10680	13422	9363	7206	6357
YBR222C	4565	3987	5321	3273	3161	2722	7417
YBR223C	563	696	786	657	615	2212	940
YBR224W	2879	3671	3427	2470	1543	2665	2109
YBR225W	3619	2068	1646	2372	1887	3466	2431
YBR226C	4363	4312	3333	3223	2722	3253	4401
YBR227C	850	600	1173	726	618	1819	817
YBR228W	1313	1132	1104	738	903	902	783
YBR229C	4228	2590	5215	4705	3253	2479	2563
YBR230C	1867	1683	1835	1555	2430	2188	4380
YBR231C	808	1902	875	1093	750	1259	681
YBR232C	3039	3245	1825	1190	1400	1933	1210
YBR233W	747	1423	1068	1073	684	1046	640
YBR234C	8472	7984	12433	6043	4746	7952	6245
YBR235W	1033	2097	2418	2115	1137	1262	1634
YBR236C	6654	8356	8207	4625	2974	5114	3600
YBR237W	1182	1724	1277	1440	898	1206	1337
YBR238C	4286	5979	7679	1828	1451	1092	608
YBR239C	1064	1607	1394	1058	658	1337	1268
YBR240C	744	2726	636	479	777	941	501
YBR241C	607	1141	1513	3051	887	4221	2420
YBR242W	4308	7631	6360	3203	2511	2046	2020
YBR243C	3785	2103	5373	4082	2603	1934	1327
YBR244W	2642	2477	2298	1580	1982	1038	1081
YBR245C	8902	5608	3930	5111	3765	4431	3377
YBR246W	4621	3271	2888	2210	1891	1317	1693
YBR247C	4131	1964	4067	1684	1266	909	478
YBR248C	3028	2702	3274	2146	1459	1066	809
YBR249C	13483	7627	12698	7318	5593	2800	1824
YBR250W	1344	969	964	716	947	1005	929
YBR251W	695	634	1215	1157	870	2216	982
YBR252W	2986	2416	2225	1562	1653	929	623
YBR253W	2106	1191	1702	1511	1264	2207	1216
YBR254C	3153	2541	2153	1561	1932	1081	958
YBR255W	1104	1300	1748	1462	840	1695	1802
YBR256C	2671	1906	5688	2958	2430	4962	3512
YBR257W	1014	1320	3063	1478	681	1555	1658
YBR258C	1411	1100	1540	850	1227	1828	1012
YBR259W	4198	3724	3527	4175	2034	2211	2482
YBR260C	1606	1195	2224	955	1245	2300	1677
YBR261C	1415	1512	1748	1332	1082	1397	953
YBR262C	1268	1060	1392	756	1865	2829	1514
YBR263W	3356	3113	10219	5183	1463	3312	4457
YBR264C	6764	2002	3525	2169	1898	3794	2045
YBR265W	1956	1997	5758	2763	770	1839	2950
YBR266C	2469	1654	3871	835	1342	907	676
YBR267W	2111	1709	3239	822	1487	985	560
YBR268W	2951	2396	2018	1712	2780	2276	1391
YBR269C	2387	1354	1893	1904	2476	5047	3175
YBR270C	681	765	875	403	738	1014	1034
YBR271W	919	868	1829	795	500	2569	984
YBR272C	956	859	1249	572	862	1379	1276
YBR273C	602	960	1656	928	591	2759	1569
YBR274W	1782	1771	2189	954	1004	1432	1425
YBR275C	1422	1366	1000	1102	943	1099	702
YBR276C	3100	3391	2163	1480	2438	1951	1527
YBR277C	1304	945	1030	910	1023	1618	906
YBR278W	1607	956	764	562	1124	1298	877
YBR279W	2251	3018	3987	2393	923	2714	3431
YBR280C	946	766	1259	527	1091	4295	1847
YBR281C	2542	2300	4579	2524	1090	1931	2116
YBR282W	1610	1643	2156	1318	1874	3256	1246
YBR283C	4097	3472	25037	8617	1334	3342	5137
YBR284W	1552	1442	1458	788	1261	2225	1422
YBR285W	1340	2730	1206	1299	811	3366	3109
YBR286W	21111	12764	20098	17579	17762	17567	21364
YBR287W	1045	1479	10996	3077	2396	4752	4806
YBR288C	2770	2081	3176	1856	2386	2145	1153
YBR289W	8843	9819	6881	6940	4140	5840	6739
YBR290W	1527	1646	2349	1135	2165	4159	1507
YBR291C	3044	1867	2511	1429	1604	1484	928
YBR292C	1990	1543	1500	1224	1448	1633	1301
YBR293W	1333	1537	3371	1662	875	2515	2304
YBR294W	1588	1421	1228	727	1117	1443	1266
YBR295W	2635	2552	2554	1672	1464	1900	1352
YBR296C	503	702	749	246	619	835	1579
YBR297W	518	862	1383	723	462	1836	2293
YBR298C	861	817	919	476	1064	3132	3034
YBR299W	2225	2328	2267	1838	1374	2922	1813
YBR300C	1950	1831	1146	1055	1693	1800	1344
YBR301W	2068	1625	2505	1215	1219	1583	1227
YBR302C	7782	6512	4623	4424	9758	11254	6319
YCL001w	6275	9914	6683	8289	2713	4932	5570
YCL002C	1578	1873	1744	1083	2214	1728	865
YCL003w	1071	1580	1749	989	674	1073	1874
YCL004w	1293	1718	1120	1090	1177	2324	903
YCL005W	1769	2412	6576	2120	786	1782	2312
YCL006C	1999	3597	1463	1494	1589	1636	1324
YCL007c	2631	3450	4366	2760	1304	2013	2568
YCL008C	2506	3540	2793	1507	1917	2249	4043
YCL009C	4347	3357	4459	4600	8090	3576	1477
YCL010C	980	1604	1836	447	832	895	761
